player,impact
Canada_p11,0.3925653209902657
Canada_p9,0.3631492668654212
Canada_p3,0.1565106985939179
Canada_p7,0.03601148986544971
Canada_p2,0.021310085548462775
Canada_p5,-0.0574198373680911
Canada_p6,-0.07815741954258833
Canada_p10,-0.09325584275953885
Canada_p1,-0.11124234618182906
Canada_p12,-0.16260880366071487
Canada_p8,-0.16400100436749507
Canada_p4,-0.3028616079833394
